,embalaje,largo,alto,ancho,peso,procedencia,manipulacion,temperatura,protocolo
437,A,50,49,54,26460.0,A,fragil,refrigerado,Protocolo_1
438,C,10,14,15,420.0,C,fragil,normal,Protocolo_1
439,B,75,76,79,90060.0,B,fragil,normal,Protocolo_1
440,B,75,71,76,80940.0,B,normal,normal,Protocolo_2
441,A,50,53,55,29150.0,B,fragil,normal,Protocolo_1
442,B,75,73,76,83220.0,A,normal,normal,Protocolo_2
443,A,50,49,53,25970.0,D,fragil,normal,Protocolo_1
444,B,75,78,77,90090.0,D,normal,normal,Protocolo_2
445,A,50,45,48,21600.0,D,fragil,normal,Protocolo_1
446,C,10,7,14,196.0,D,fragil,normal,Protocolo_1
447,A,50,54,50,27000.0,B,normal,refrigerado,Protocolo_1
448,C,10,7,9,126.0,C,normal,normal,Protocolo_1
449,B,75,75,71,79875.0,B,normal,normal,Protocolo_2
450,C,10,7,13,182.0,A,normal,normal,Protocolo_1
451,C,10,10,7,140.0,C,fragil,refrigerado,Protocolo_1
452,A,50,48,52,24960.0,D,normal,normal,Protocolo_2
453,B,75,73,76,83220.0,B,normal,refrigerado,Protocolo_1
454,B,75,76,76,86640.0,D,normal,normal,Protocolo_2
455,C,10,10,6,120.0,C,normal,refrigerado,Protocolo_1
456,B,75,76,76,86640.0,B,fragil,normal,Protocolo_1
457,A,50,45,51,22950.0,A,fragil,normal,Protocolo_1
458,C,10,6,12,144.0,D,normal,normal,Protocolo_1
459,B,75,76,78,88920.0,A,fragil,normal,Protocolo_1
460,A,50,45,55,24750.0,D,fragil,normal,Protocolo_1
461,A,50,52,46,23920.0,B,fragil,refrigerado,Protocolo_1
462,C,10,11,7,154.0,D,normal,normal,Protocolo_1
463,B,75,78,80,93600.0,A,normal,normal,Protocolo_2
464,C,10,10,12,240.0,B,normal,normal,Protocolo_1
465,C,10,5,7,70.0,B,normal,normal,Protocolo_1
466,A,50,48,48,23040.0,D,fragil,normal,Protocolo_1
467,B,75,79,73,86505.0,B,normal,normal,Protocolo_2
468,A,50,45,55,24750.0,A,normal,normal,Protocolo_2
469,B,75,73,73,79935.0,C,normal,normal,Protocolo_2
470,C,10,8,13,208.0,B,normal,refrigerado,Protocolo_1
471,B,75,79,80,94800.0,D,normal,normal,Protocolo_2
472,C,10,7,8,112.0,D,fragil,normal,Protocolo_1
473,A,50,52,52,27040.0,B,fragil,normal,Protocolo_1
474,A,50,51,46,23460.0,A,normal,refrigerado,Protocolo_1
475,C,10,11,15,330.0,D,normal,normal,Protocolo_1
476,A,50,49,51,24990.0,A,fragil,normal,Protocolo_1
477,B,75,70,70,73500.0,B,normal,refrigerado,Protocolo_1
478,A,50,48,45,21600.0,A,normal,normal,Protocolo_2
479,B,75,72,72,77760.0,B,normal,refrigerado,Protocolo_1
480,B,75,75,79,88875.0,B,normal,normal,Protocolo_2
481,C,10,13,13,338.0,C,fragil,refrigerado,Protocolo_1
482,B,75,74,79,87690.0,D,normal,normal,Protocolo_2
483,A,50,45,47,21150.0,A,fragil,normal,Protocolo_1
484,C,10,9,10,180.0,D,fragil,normal,Protocolo_1
485,B,75,76,74,84360.0,C,normal,normal,Protocolo_2
486,B,75,74,71,78810.0,B,normal,refrigerado,Protocolo_1
487,A,50,55,48,26400.0,D,fragil,refrigerado,Protocolo_1
488,C,10,11,9,198.0,B,fragil,normal,Protocolo_1
489,B,75,70,73,76650.0,B,fragil,refrigerado,Protocolo_1
490,C,10,13,8,208.0,B,normal,normal,Protocolo_1
491,C,10,7,13,182.0,D,normal,normal,Protocolo_1
492,C,10,6,15,180.0,D,fragil,normal,Protocolo_1
493,C,10,8,7,112.0,A,normal,normal,Protocolo_1
494,B,75,78,76,88920.0,B,normal,normal,Protocolo_2
495,C,10,5,10,100.0,C,fragil,normal,Protocolo_1
496,A,50,49,53,25970.0,C,fragil,normal,Protocolo_1
497,B,75,72,73,78840.0,A,normal,normal,Protocolo_2
498,A,50,48,54,25920.0,D,normal,normal,Protocolo_2
499,B,75,76,70,79800.0,A,normal,normal,Protocolo_2
500,A,50,45,51,22950.0,D,normal,normal,Protocolo_2
501,C,10,6,9,108.0,C,normal,normal,Protocolo_1
502,C,10,15,8,240.0,D,normal,normal,Protocolo_1
503,B,75,73,71,77745.0,C,normal,normal,Protocolo_2
504,C,10,12,9,216.0,C,normal,normal,Protocolo_1
505,B,75,70,75,78750.0,D,normal,refrigerado,Protocolo_1
506,A,50,49,47,23030.0,C,fragil,normal,Protocolo_1
507,A,50,50,52,26000.0,B,normal,normal,Protocolo_2
508,B,75,72,76,82080.0,C,normal,normal,Protocolo_2
509,A,50,55,47,25850.0,C,normal,normal,Protocolo_2
510,C,10,8,12,192.0,A,normal,normal,Protocolo_1
511,A,50,52,46,23920.0,B,normal,normal,Protocolo_2
512,A,50,46,50,23000.0,B,fragil,normal,Protocolo_1
513,B,75,74,73,81030.0,D,normal,normal,Protocolo_2
514,C,10,11,14,308.0,B,normal,refrigerado,Protocolo_1
515,C,10,13,10,260.0,D,normal,normal,Protocolo_1
516,B,75,71,73,77745.0,D,fragil,normal,Protocolo_1
517,A,50,51,46,23460.0,A,normal,normal,Protocolo_2
518,C,10,14,8,224.0,C,fragil,normal,Protocolo_1
519,C,10,10,15,300.0,C,normal,normal,Protocolo_1
520,A,50,50,50,25000.0,A,fragil,normal,Protocolo_1
521,B,75,75,74,83250.0,C,normal,refrigerado,Protocolo_1
522,C,10,10,6,120.0,B,fragil,normal,Protocolo_1
523,A,50,53,52,27560.0,C,fragil,normal,Protocolo_1
524,C,10,6,14,168.0,D,fragil,normal,Protocolo_1
525,B,75,73,74,81030.0,C,normal,normal,Protocolo_2
526,B,75,72,72,77760.0,C,normal,refrigerado,Protocolo_1
527,B,75,77,73,84315.0,B,normal,normal,Protocolo_2
528,B,75,71,80,85200.0,A,normal,refrigerado,Protocolo_1
529,A,50,49,51,24990.0,A,normal,normal,Protocolo_2
530,A,50,50,49,24500.0,C,normal,normal,Protocolo_2
531,B,75,70,77,80850.0,D,normal,normal,Protocolo_2
532,C,10,11,9,198.0,D,fragil,normal,Protocolo_1
533,B,75,74,78,86580.0,B,normal,normal,Protocolo_2
534,B,75,78,76,88920.0,B,normal,normal,Protocolo_2
535,A,50,48,49,23520.0,A,normal,refrigerado,Protocolo_1
536,A,50,50,51,25500.0,D,fragil,normal,Protocolo_1
537,C,10,12,15,360.0,D,fragil,refrigerado,Protocolo_1
538,C,10,6,14,168.0,B,normal,normal,Protocolo_1
539,B,75,77,78,90090.0,B,fragil,normal,Protocolo_1
540,A,50,47,50,23500.0,A,normal,normal,Protocolo_2
541,B,75,76,78,88920.0,D,normal,refrigerado,Protocolo_1
542,C,10,9,8,144.0,D,normal,refrigerado,Protocolo_1
543,B,75,74,80,88800.0,B,normal,refrigerado,Protocolo_1
544,B,75,76,75,85500.0,B,fragil,normal,Protocolo_1
545,C,10,6,8,96.0,C,normal,refrigerado,Protocolo_1
546,A,50,50,55,27500.0,B,normal,normal,Protocolo_2
547,C,10,7,8,112.0,D,normal,normal,Protocolo_1
548,C,10,11,11,242.0,B,fragil,normal,Protocolo_1
549,A,50,53,45,23850.0,B,normal,normal,Protocolo_2
550,A,50,54,49,26460.0,A,normal,normal,Protocolo_2
551,A,50,49,48,23520.0,D,normal,normal,Protocolo_2
552,C,10,8,12,192.0,B,fragil,normal,Protocolo_1
553,B,75,73,74,81030.0,D,normal,normal,Protocolo_2
554,B,75,71,72,76680.0,C,normal,refrigerado,Protocolo_1
555,B,75,73,80,87600.0,D,fragil,refrigerado,Protocolo_1
556,A,50,52,51,26520.0,D,normal,normal,Protocolo_2
557,C,10,10,15,300.0,B,normal,refrigerado,Protocolo_1
558,A,50,51,55,28050.0,A,fragil,normal,Protocolo_1
559,B,75,76,79,90060.0,C,normal,normal,Protocolo_2
560,B,75,70,76,79800.0,B,normal,normal,Protocolo_2
561,B,75,71,74,78810.0,B,fragil,normal,Protocolo_1
562,B,75,80,71,85200.0,B,normal,normal,Protocolo_2
563,B,75,77,75,86625.0,C,fragil,refrigerado,Protocolo_1
564,C,10,14,12,336.0,D,fragil,refrigerado,Protocolo_1
565,C,10,11,7,154.0,D,normal,refrigerado,Protocolo_1
566,B,75,73,71,77745.0,B,fragil,normal,Protocolo_1
567,A,50,48,50,24000.0,B,fragil,normal,Protocolo_1
568,B,75,77,73,84315.0,C,normal,normal,Protocolo_2
569,A,50,48,48,23040.0,C,normal,refrigerado,Protocolo_1
570,A,50,54,49,26460.0,D,normal,refrigerado,Protocolo_1
571,C,10,9,15,270.0,A,normal,refrigerado,Protocolo_1
572,A,50,49,50,24500.0,A,normal,normal,Protocolo_2
573,A,50,45,50,22500.0,D,normal,normal,Protocolo_2
574,A,50,48,54,25920.0,C,fragil,normal,Protocolo_1
575,C,10,8,7,112.0,D,normal,refrigerado,Protocolo_1
576,A,50,48,46,22080.0,C,normal,normal,Protocolo_2
577,C,10,9,5,90.0,C,fragil,normal,Protocolo_1
578,A,50,50,53,26500.0,D,normal,normal,Protocolo_2
579,A,50,46,46,21160.0,C,fragil,refrigerado,Protocolo_1
580,B,75,71,72,76680.0,D,fragil,normal,Protocolo_1
581,B,75,77,71,82005.0,B,normal,refrigerado,Protocolo_1
582,B,75,74,73,81030.0,D,fragil,normal,Protocolo_1
583,C,10,8,6,96.0,B,normal,normal,Protocolo_1
584,A,50,55,52,28600.0,B,normal,normal,Protocolo_2
585,A,50,54,46,24840.0,C,normal,normal,Protocolo_2
586,B,75,79,75,88875.0,D,fragil,normal,Protocolo_1
587,C,10,13,8,208.0,A,normal,normal,Protocolo_1
588,A,50,53,51,27030.0,A,normal,normal,Protocolo_2
589,B,75,78,77,90090.0,D,normal,normal,Protocolo_2
590,A,50,51,50,25500.0,B,fragil,normal,Protocolo_1
591,A,50,46,49,22540.0,C,fragil,normal,Protocolo_1
592,B,75,74,74,82140.0,D,fragil,refrigerado,Protocolo_1
593,C,10,7,5,70.0,C,normal,normal,Protocolo_1
594,A,50,52,54,28080.0,A,fragil,normal,Protocolo_1
595,C,10,6,10,120.0,D,normal,normal,Protocolo_1
596,B,75,78,74,86580.0,B,normal,normal,Protocolo_2
597,C,10,15,7,210.0,A,fragil,normal,Protocolo_1
598,A,50,46,53,24380.0,B,normal,refrigerado,Protocolo_1
599,A,50,45,50,22500.0,A,fragil,normal,Protocolo_1
600,B,75,80,76,91200.0,B,fragil,refrigerado,Protocolo_1
601,B,75,77,76,87780.0,B,normal,normal,Protocolo_2
602,C,10,9,7,126.0,A,fragil,normal,Protocolo_1
603,C,10,7,13,182.0,B,normal,refrigerado,Protocolo_1
604,B,75,76,70,79800.0,D,normal,normal,Protocolo_2
605,B,75,76,74,84360.0,D,fragil,normal,Protocolo_1
606,A,50,53,47,24910.0,B,normal,refrigerado,Protocolo_1
607,A,50,46,47,21620.0,A,normal,normal,Protocolo_2
608,C,10,8,7,112.0,D,fragil,refrigerado,Protocolo_1
609,B,75,70,75,78750.0,B,normal,normal,Protocolo_2
610,C,10,15,8,240.0,D,normal,normal,Protocolo_1
611,C,10,7,5,70.0,B,fragil,normal,Protocolo_1
612,A,50,54,49,26460.0,B,fragil,normal,Protocolo_1
613,C,10,15,13,390.0,A,fragil,normal,Protocolo_1
614,B,75,72,73,78840.0,B,normal,normal,Protocolo_2
615,A,50,54,54,29160.0,D,normal,normal,Protocolo_2
616,A,50,45,51,22950.0,D,normal,normal,Protocolo_2
617,C,10,14,5,140.0,C,normal,refrigerado,Protocolo_1
618,B,75,70,71,74550.0,B,normal,normal,Protocolo_2
619,C,10,6,12,144.0,B,normal,normal,Protocolo_1
620,C,10,8,5,80.0,B,normal,refrigerado,Protocolo_1
621,A,50,51,46,23460.0,C,fragil,normal,Protocolo_1
622,C,10,13,7,182.0,A,fragil,normal,Protocolo_1
623,C,10,6,9,108.0,C,normal,normal,Protocolo_1
624,A,50,54,47,25380.0,D,normal,normal,Protocolo_2
625,B,75,72,78,84240.0,B,normal,normal,Protocolo_2
626,C,10,14,13,364.0,D,fragil,refrigerado,Protocolo_1
627,A,50,49,46,22540.0,A,fragil,normal,Protocolo_1
628,A,50,54,46,24840.0,C,normal,normal,Protocolo_2
629,C,10,15,9,270.0,A,fragil,normal,Protocolo_1
630,C,10,14,8,224.0,D,fragil,normal,Protocolo_1
631,A,50,53,51,27030.0,B,normal,normal,Protocolo_2
632,B,75,80,73,87600.0,C,normal,refrigerado,Protocolo_1
633,A,50,45,53,23850.0,A,fragil,refrigerado,Protocolo_1
634,C,10,13,11,286.0,B,fragil,normal,Protocolo_1
635,B,75,73,78,85410.0,A,fragil,normal,Protocolo_1
636,C,10,15,8,240.0,D,fragil,refrigerado,Protocolo_1
637,A,50,51,55,28050.0,D,normal,normal,Protocolo_2
638,A,50,50,46,23000.0,C,fragil,normal,Protocolo_1
639,A,50,50,52,26000.0,A,normal,normal,Protocolo_2
640,C,10,9,12,216.0,A,normal,normal,Protocolo_1
641,C,10,7,10,140.0,A,normal,refrigerado,Protocolo_1
642,C,10,14,15,420.0,D,fragil,normal,Protocolo_1
643,A,50,48,50,24000.0,D,normal,normal,Protocolo_2
644,C,10,8,10,160.0,C,fragil,normal,Protocolo_1
645,A,50,52,47,24440.0,C,normal,normal,Protocolo_2
646,B,75,72,74,79920.0,C,normal,normal,Protocolo_2
647,A,50,54,53,28620.0,B,fragil,normal,Protocolo_1
648,C,10,13,5,130.0,A,fragil,normal,Protocolo_1
649,B,75,76,73,83220.0,C,normal,normal,Protocolo_2
650,A,50,50,52,26000.0,A,normal,refrigerado,Protocolo_1
651,A,50,45,46,20700.0,C,fragil,normal,Protocolo_1
652,A,50,54,47,25380.0,A,normal,normal,Protocolo_2
653,C,10,12,15,360.0,A,fragil,normal,Protocolo_1
654,C,10,6,11,132.0,D,normal,refrigerado,Protocolo_1
655,C,10,10,12,240.0,A,fragil,refrigerado,Protocolo_1
656,A,50,54,48,25920.0,D,fragil,normal,Protocolo_1
657,A,50,51,55,28050.0,D,normal,refrigerado,Protocolo_1
658,B,75,72,76,82080.0,C,normal,normal,Protocolo_2
659,A,50,48,50,24000.0,C,fragil,refrigerado,Protocolo_1
660,B,75,74,76,84360.0,A,normal,normal,Protocolo_2
661,B,75,74,70,77700.0,D,fragil,refrigerado,Protocolo_1
662,A,50,52,48,24960.0,B,normal,normal,Protocolo_2
663,A,50,49,54,26460.0,A,normal,normal,Protocolo_2
664,B,75,79,74,87690.0,B,fragil,normal,Protocolo_1
665,C,10,6,12,144.0,D,normal,normal,Protocolo_1
666,B,75,74,79,87690.0,A,fragil,normal,Protocolo_1
667,C,10,10,10,200.0,B,normal,normal,Protocolo_1
668,C,10,14,10,280.0,C,fragil,normal,Protocolo_1
669,A,50,54,49,26460.0,B,fragil,refrigerado,Protocolo_1
670,C,10,9,11,198.0,D,fragil,normal,Protocolo_1
671,C,10,13,9,234.0,C,normal,normal,Protocolo_1
672,A,50,50,51,25500.0,A,normal,normal,Protocolo_2
673,B,75,80,70,84000.0,A,fragil,refrigerado,Protocolo_1
674,A,50,52,46,23920.0,C,fragil,normal,Protocolo_1
675,C,10,13,5,130.0,A,normal,normal,Protocolo_1
676,B,75,78,80,93600.0,B,fragil,normal,Protocolo_1
677,C,10,10,10,200.0,A,normal,normal,Protocolo_1
678,B,75,71,77,82005.0,A,fragil,refrigerado,Protocolo_1
679,A,50,51,55,28050.0,A,normal,normal,Protocolo_2
680,B,75,79,74,87690.0,A,normal,normal,Protocolo_2
681,A,50,49,49,24010.0,D,normal,refrigerado,Protocolo_1
682,B,75,70,75,78750.0,A,fragil,refrigerado,Protocolo_1
683,B,75,78,76,88920.0,C,fragil,normal,Protocolo_1
684,A,50,54,49,26460.0,C,normal,refrigerado,Protocolo_1
685,C,10,12,15,360.0,D,normal,normal,Protocolo_1
686,B,75,76,74,84360.0,D,normal,normal,Protocolo_2
687,A,50,50,55,27500.0,C,normal,normal,Protocolo_2
688,C,10,11,15,330.0,D,fragil,normal,Protocolo_1
689,B,75,70,75,78750.0,C,normal,normal,Protocolo_2
690,C,10,12,7,168.0,C,normal,normal,Protocolo_1
691,B,75,70,72,75600.0,D,fragil,refrigerado,Protocolo_1
692,A,50,47,53,24910.0,A,fragil,normal,Protocolo_1
693,B,75,74,79,87690.0,C,normal,normal,Protocolo_2
694,A,50,55,47,25850.0,A,normal,normal,Protocolo_2
695,A,50,55,54,29700.0,B,fragil,normal,Protocolo_1
696,C,10,8,8,128.0,D,normal,refrigerado,Protocolo_1
697,A,50,46,53,24380.0,B,normal,normal,Protocolo_2
698,B,75,77,80,92400.0,B,fragil,normal,Protocolo_1
699,B,75,78,76,88920.0,C,normal,normal,Protocolo_2
700,A,50,45,49,22050.0,D,fragil,normal,Protocolo_1
701,B,75,72,75,81000.0,B,normal,normal,Protocolo_2
702,C,10,9,7,126.0,A,fragil,normal,Protocolo_1
703,A,50,54,49,26460.0,B,normal,normal,Protocolo_2
704,C,10,11,13,286.0,B,normal,normal,Protocolo_1
705,A,50,52,52,27040.0,A,normal,normal,Protocolo_2
706,A,50,48,45,21600.0,D,normal,normal,Protocolo_2
707,B,75,74,71,78810.0,B,normal,normal,Protocolo_2
708,A,50,52,52,27040.0,B,normal,normal,Protocolo_2
709,B,75,75,74,83250.0,D,normal,refrigerado,Protocolo_1
710,C,10,7,10,140.0,D,normal,refrigerado,Protocolo_1
711,A,50,52,54,28080.0,C,fragil,refrigerado,Protocolo_1
712,C,10,12,13,312.0,A,normal,refrigerado,Protocolo_1
713,B,75,71,70,74550.0,B,fragil,refrigerado,Protocolo_1
714,B,75,75,76,85500.0,D,normal,normal,Protocolo_2
715,B,75,80,70,84000.0,C,normal,normal,Protocolo_2
716,A,50,54,51,27540.0,C,fragil,normal,Protocolo_1
717,A,50,51,50,25500.0,D,normal,refrigerado,Protocolo_1
718,A,50,48,45,21600.0,B,fragil,normal,Protocolo_1
719,A,50,53,45,23850.0,A,normal,refrigerado,Protocolo_1
720,A,50,53,45,23850.0,D,fragil,normal,Protocolo_1
721,A,50,46,47,21620.0,A,normal,refrigerado,Protocolo_1
722,B,75,79,72,85320.0,B,fragil,normal,Protocolo_1
723,A,50,52,54,28080.0,B,normal,normal,Protocolo_2
724,C,10,12,6,144.0,B,fragil,normal,Protocolo_1
725,C,10,14,6,168.0,B,normal,normal,Protocolo_1
726,A,50,50,50,25000.0,C,fragil,normal,Protocolo_1
727,B,75,75,75,84375.0,B,fragil,normal,Protocolo_1
728,C,10,10,13,260.0,D,fragil,normal,Protocolo_1
729,C,10,6,14,168.0,B,normal,normal,Protocolo_1
730,A,50,51,53,27030.0,B,normal,normal,Protocolo_2
731,C,10,13,7,182.0,D,normal,normal,Protocolo_1
732,B,75,77,72,83160.0,D,normal,normal,Protocolo_2
733,A,50,54,54,29160.0,A,fragil,normal,Protocolo_1
734,A,50,47,48,22560.0,C,fragil,refrigerado,Protocolo_1
735,C,10,7,14,196.0,A,normal,refrigerado,Protocolo_1
736,C,10,8,10,160.0,C,normal,refrigerado,Protocolo_1
737,A,50,50,52,26000.0,D,normal,normal,Protocolo_2
738,A,50,54,51,27540.0,A,normal,normal,Protocolo_2
739,C,10,14,5,140.0,D,normal,normal,Protocolo_1
740,C,10,8,10,160.0,A,normal,normal,Protocolo_1
741,B,75,77,80,92400.0,B,fragil,normal,Protocolo_1
742,C,10,8,8,128.0,B,fragil,refrigerado,Protocolo_1
743,A,50,50,47,23500.0,A,fragil,refrigerado,Protocolo_1
744,A,50,47,49,23030.0,B,normal,refrigerado,Protocolo_1
745,C,10,8,14,224.0,B,fragil,refrigerado,Protocolo_1
746,B,75,78,75,87750.0,D,normal,refrigerado,Protocolo_1
747,B,75,78,70,81900.0,C,normal,normal,Protocolo_2
748,B,75,78,80,93600.0,C,normal,normal,Protocolo_2
749,B,75,71,74,78810.0,A,normal,normal,Protocolo_2
750,A,50,45,48,21600.0,B,normal,refrigerado,Protocolo_1
751,B,75,73,72,78840.0,C,normal,normal,Protocolo_2
752,C,10,13,5,130.0,A,fragil,normal,Protocolo_1
753,B,75,72,77,83160.0,A,normal,normal,Protocolo_2
754,A,50,47,45,21150.0,A,fragil,normal,Protocolo_1
755,A,50,52,52,27040.0,B,fragil,refrigerado,Protocolo_1
756,A,50,53,55,29150.0,A,normal,normal,Protocolo_2
757,A,50,54,52,28080.0,A,fragil,normal,Protocolo_1
758,B,75,76,71,80940.0,B,fragil,normal,Protocolo_1
759,B,75,72,76,82080.0,C,normal,normal,Protocolo_2
760,C,10,6,9,108.0,D,fragil,refrigerado,Protocolo_1
761,A,50,50,53,26500.0,C,normal,normal,Protocolo_2
762,B,75,79,77,91245.0,D,fragil,normal,Protocolo_1
763,B,75,75,75,84375.0,D,normal,normal,Protocolo_2
764,B,75,80,78,93600.0,C,normal,normal,Protocolo_2
765,C,10,12,13,312.0,B,fragil,normal,Protocolo_1
766,A,50,50,50,25000.0,C,normal,refrigerado,Protocolo_1
767,B,75,76,75,85500.0,A,fragil,normal,Protocolo_1
768,A,50,50,50,25000.0,C,normal,normal,Protocolo_2
769,A,50,45,53,23850.0,A,fragil,normal,Protocolo_1
770,A,50,54,53,28620.0,C,fragil,normal,Protocolo_1
771,A,50,52,53,27560.0,B,normal,normal,Protocolo_2
772,C,10,5,9,90.0,A,fragil,normal,Protocolo_1
773,B,75,79,72,85320.0,C,normal,normal,Protocolo_2
774,C,10,11,6,132.0,D,normal,normal,Protocolo_1
775,B,75,76,75,85500.0,B,fragil,normal,Protocolo_1
776,B,75,79,78,92430.0,B,fragil,normal,Protocolo_1
777,B,75,71,74,78810.0,B,normal,normal,Protocolo_2
778,C,10,6,13,156.0,D,normal,normal,Protocolo_1
779,B,75,76,79,90060.0,D,normal,refrigerado,Protocolo_1
780,C,10,10,9,180.0,B,normal,refrigerado,Protocolo_1
781,B,75,73,78,85410.0,B,normal,refrigerado,Protocolo_1
782,A,50,48,52,24960.0,A,fragil,normal,Protocolo_1
783,A,50,49,50,24500.0,A,normal,refrigerado,Protocolo_1
784,A,50,55,49,26950.0,A,normal,refrigerado,Protocolo_1
785,C,10,5,6,60.0,C,normal,normal,Protocolo_1
786,A,50,48,47,22560.0,B,normal,refrigerado,Protocolo_1
787,C,10,8,11,176.0,B,fragil,refrigerado,Protocolo_1
788,C,10,7,9,126.0,A,normal,normal,Protocolo_1
789,C,10,8,10,160.0,B,fragil,normal,Protocolo_1
790,A,50,47,53,24910.0,D,normal,normal,Protocolo_2
791,A,50,53,51,27030.0,B,normal,normal,Protocolo_2
792,A,50,45,47,21150.0,C,normal,normal,Protocolo_2
793,B,75,79,71,84135.0,A,fragil,normal,Protocolo_1
794,A,50,53,55,29150.0,B,normal,normal,Protocolo_2
795,A,50,48,52,24960.0,A,normal,refrigerado,Protocolo_1
796,A,50,54,48,25920.0,D,normal,normal,Protocolo_2
797,C,10,9,10,180.0,B,fragil,normal,Protocolo_1
798,B,75,74,74,82140.0,C,normal,normal,Protocolo_2
799,C,10,10,10,200.0,A,normal,normal,Protocolo_1
800,A,50,52,52,27040.0,A,fragil,normal,Protocolo_1
801,C,10,13,5,130.0,C,normal,refrigerado,Protocolo_1
802,A,50,48,50,24000.0,A,normal,normal,Protocolo_2
803,C,10,8,14,224.0,C,fragil,normal,Protocolo_1
804,A,50,49,45,22050.0,A,normal,refrigerado,Protocolo_1
805,A,50,45,50,22500.0,D,normal,refrigerado,Protocolo_1
806,C,10,15,11,330.0,D,normal,refrigerado,Protocolo_1
807,C,10,6,14,168.0,C,normal,normal,Protocolo_1
808,A,50,51,49,24990.0,D,normal,normal,Protocolo_2
809,C,10,12,13,312.0,D,fragil,normal,Protocolo_1
810,C,10,9,11,198.0,C,normal,normal,Protocolo_1
811,A,50,45,55,24750.0,A,normal,refrigerado,Protocolo_1
812,C,10,6,11,132.0,B,normal,normal,Protocolo_1
813,C,10,5,15,150.0,D,fragil,normal,Protocolo_1
814,B,75,77,77,88935.0,C,normal,refrigerado,Protocolo_1
815,A,50,50,49,24500.0,C,fragil,refrigerado,Protocolo_1
816,A,50,48,45,21600.0,C,normal,normal,Protocolo_2
817,A,50,48,48,23040.0,B,normal,refrigerado,Protocolo_1
818,B,75,73,77,84315.0,C,normal,refrigerado,Protocolo_1
819,B,75,70,74,77700.0,B,normal,normal,Protocolo_2
820,A,50,53,50,26500.0,A,fragil,normal,Protocolo_1
821,A,50,52,47,24440.0,C,fragil,normal,Protocolo_1
822,B,75,75,71,79875.0,B,normal,normal,Protocolo_2
823,A,50,51,49,24990.0,A,fragil,refrigerado,Protocolo_1
824,B,75,73,75,82125.0,C,fragil,normal,Protocolo_1
825,A,50,50,49,24500.0,B,fragil,refrigerado,Protocolo_1
826,B,75,73,75,82125.0,A,fragil,normal,Protocolo_1
827,A,50,46,50,23000.0,D,normal,normal,Protocolo_2
828,A,50,51,46,23460.0,C,normal,normal,Protocolo_2
829,A,50,49,52,25480.0,D,normal,normal,Protocolo_2
830,B,75,76,78,88920.0,D,normal,normal,Protocolo_2
831,A,50,47,46,21620.0,C,fragil,normal,Protocolo_1
832,A,50,48,53,25440.0,D,fragil,normal,Protocolo_1
833,B,75,80,74,88800.0,A,normal,refrigerado,Protocolo_1
834,C,10,12,11,264.0,B,fragil,normal,Protocolo_1
835,C,10,13,8,208.0,A,normal,refrigerado,Protocolo_1
836,A,50,50,55,27500.0,B,fragil,normal,Protocolo_1
837,B,75,79,77,91245.0,C,normal,normal,Protocolo_2
838,A,50,52,54,28080.0,C,normal,refrigerado,Protocolo_1
839,B,75,71,79,84135.0,B,fragil,normal,Protocolo_1
840,A,50,46,46,21160.0,D,fragil,normal,Protocolo_1
841,C,10,13,7,182.0,D,normal,normal,Protocolo_1
842,C,10,6,10,120.0,C,normal,normal,Protocolo_1
843,A,50,48,50,24000.0,C,fragil,normal,Protocolo_1
844,C,10,9,9,162.0,D,fragil,normal,Protocolo_1
845,B,75,77,70,80850.0,B,normal,normal,Protocolo_2
846,B,75,70,71,74550.0,A,normal,normal,Protocolo_2
847,A,50,51,53,27030.0,C,fragil,normal,Protocolo_1
848,A,50,45,51,22950.0,B,normal,refrigerado,Protocolo_1
849,B,75,78,78,91260.0,C,normal,refrigerado,Protocolo_1
850,B,75,72,71,76680.0,C,normal,normal,Protocolo_2
851,B,75,71,78,83070.0,C,fragil,normal,Protocolo_1
852,C,10,5,12,120.0,D,normal,normal,Protocolo_1
853,C,10,6,5,60.0,B,normal,refrigerado,Protocolo_1
854,B,75,79,70,82950.0,C,fragil,refrigerado,Protocolo_1
855,B,75,77,79,91245.0,B,normal,normal,Protocolo_2
856,B,75,78,74,86580.0,B,fragil,normal,Protocolo_1
857,A,50,53,55,29150.0,A,normal,refrigerado,Protocolo_1
858,B,75,75,78,87750.0,D,normal,normal,Protocolo_2
859,A,50,53,53,28090.0,C,normal,refrigerado,Protocolo_1
860,B,75,71,75,79875.0,B,normal,refrigerado,Protocolo_1
861,B,75,74,74,82140.0,B,fragil,normal,Protocolo_1
862,A,50,49,49,24010.0,A,normal,refrigerado,Protocolo_1
863,A,50,54,48,25920.0,B,normal,refrigerado,Protocolo_1
864,B,75,76,80,91200.0,D,normal,refrigerado,Protocolo_1
865,B,75,77,76,87780.0,B,normal,normal,Protocolo_2
866,B,75,80,74,88800.0,A,fragil,normal,Protocolo_1
867,C,10,7,8,112.0,C,fragil,refrigerado,Protocolo_1
868,B,75,75,70,78750.0,A,normal,normal,Protocolo_2
869,C,10,11,7,154.0,A,normal,normal,Protocolo_1
870,B,75,76,71,80940.0,A,normal,normal,Protocolo_2
871,B,75,76,76,86640.0,C,normal,normal,Protocolo_2
872,C,10,11,12,264.0,D,fragil,normal,Protocolo_1
873,C,10,8,8,128.0,B,normal,refrigerado,Protocolo_1
